"REG_ANS","Razao_Social","total_despesas"
"358754",CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF,195115023.39
"372561",UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO,194269763.71
"354279",UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS,193412440.35
"357022",UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.,191670361.90
"337498",UNIMED TRÊS RIOS COOPERATIVA DE TRABALHO MÉDICO,191378706.05
"334154",UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO,189778074.78
"368920",AGROS - INSTITUTO UFV DE SEGURIDADE SOCIAL,189109654.73
"323926",UNIMED SÃO JOÃO DEL REI - COOPERATIVA DE TRABALHO MÉDICO,188675418.54
"354325",UNIMED ARAGUARI COOPERATIVA DE TRABALHO MÉDICO ,187356821.96
"309087",UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA,185956460.60
"325236",ASSISTÊNCIA MÉDICA SÃO MIGUEL LTDA,184183584.17
"311359",FUNDAÇÃO DE SAÚDE ITAIGUAPY,180947118.16
"325031",UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,180764080.10
"365777",UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO .,180264184.64
"343331",CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SISTEMA FINANCEIRO BANESTES,178870800.58
"320897",UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO,178829494.97
"416738",OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A,178315196.78
"418374",LUMINAR SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE,177409566.13
"335517",UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO,173970566.13
"353027",UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,172944952.23
"303178",UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA,172402026.47
"343463",PLAMED PLANO DE ASSISTENCIA MEDICA LTDA,172273204.10
"315265",PARANA ASSISTENCIA MEDICA LTDA,172049617.37
"422681",GOCARE PLANOS DE SAUDE LTDA,171315266.57
"314251",CAIXA ASSISTENCIAL UNIVERSITÁRIA DO RIO GRANDE DO NORTE,171216930.30
"416398",HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA,169159653.28
"417955",ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ,168013990.51
"416690",ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS,167174915.39
"361461",VIVACOM PLANOS DE SAÚDE,167152642.19
"410292",FUNDACAO LEONOR DE BARROS CAMARGO,165616706.04
"417661",CAIXA DE ASSISTÊNCIA À SAÚDE DO SINDICATO DOS FUNCIONÁRIOS INTEGRANTES DO GRUPO OCUPACIONAL ADMINISTRAÇÃO TRIBUTÁRIA DO ESTADO DE PERNAMBUCO,164128110.96
"346951",UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO,163703934.46
"366064",UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO,163106536.31
"417211",ASSOCIAÇÃO MINEIRA DE ASSISTÊNCIA À SAÚDE DOS MEMBROS DO MINISTÉRIO PÚBLICO,162459473.64
"324159",UNIMED ALTA MOGIANA COOPERATIVA DE TRABALHO MÉDICO,160864779.85
"345458",UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO,160786053.19
"416495",MATÃO CLINICAS & AMHMA SAÚDE LTDA,159583029.95
"414573",UNIMED CENTRO PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,159150721.00
"301744",UNIMED MEIO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO,158699610.59
"418587",AMHA SAUDE S/A,156539218.14
"333875",IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS,155574876.31
"418731",ASSOCIAÇÃO DE SAÚDE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIÃO,154683098.74
"365238",UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO,153120425.95
"340251",UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO,152575436.57
"420000",ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE MISERICÓRDIA DE ITABUNA - PLANSUL,151285537.40
"419427",INSTITUIÇÃO BENEFICENTE CEL MASSOT - IBCM,150468090.92
"301060",UNIMED ITUIUTABA COOPERATIVA TRABALHO MÉDICO LTDA.,149765745.35
"370088",UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO,148937203.17
"368148",UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA,147602073.97
"343676",SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA,147117310.52
"378216",FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL,147094991.15
"422070",ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE,146801175.12
"323055",UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,146554831.24
"335541","UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.",146324138.59
"338346",SULMED - ASSISTÊNCIA MÉDICA LTDA,144671122.33
"419150",ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA,144444217.26
"345091",SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA,143233357.17
"411582",PLANO DE SAUDE ASES LTDA.,143068104.05
"360414",UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA,142383216.25
"323357",UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA.,141716305.04
"301728",PRONTOMED PLANOS DE SAÚDE LTDA,140776846.39
"421944",ÚNICA ASSISTENCIA MEDICA LTDA ,140004279.53
"317012",COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA,139993092.87
"403962",SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA,139529762.33
"311472",CEAM BRASIL - PLANOS DE SAÚDE LTDA,137435033.47
"319180",SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA,137345675.96
"421006",ASSOCIAÇÃO SÃO LUIZ SAÚDE,136476071.55
"345776",UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO,136113656.83
"321087",UNIMED MARQUES DE VALENÇA COOPERATIVA DE TRABALHO MÉDICO LTDA.,135922318.17
"363286",UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO,133336809.76
"419486",PLADISA PLANOS DE SAÚDE SA,133063956.98
"419052",AMAZÔNIA PLANOS DE SAÚDE LTDA,131667090.02
"370975",UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO,131509102.01
"311146",UNIMED COSTA VERDE RJ,128863029.86
"406945",ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BAURU,127720513.53
"356581",UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA.,126442443.13
"419516",MAIS SAUDE S/A,125500832.84
"347108",UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO,124893130.57
"355593",UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA.,124849996.40
"343684",UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA.,124678320.27
"333808",IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO,124323775.14
"354627",UNIMED DE CIANORTE - COOPERATIVA DE TRABALHO MEDICO ,120751247.29
"317896",UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA,120382253.29
"318035",UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO,119831924.00
"412295",CAIXA DE ASSISTÊNCIA À SAUDE DOS EMPREGADOS DA CODEVASF - CASEC,119433665.98
"342343",UNIMED DE PINDAMONHANGABA - COOPERATIVA TRABALHO MEDICO,119172827.96
"418820",CAIXA DE ASSISTÊNCIA AOS MEMBROS DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO,119053695.46
"304123",UNIMED DE AVARÉ COOPERATIVA DE TRABALHO MÉDICO,119025236.82
"328073",UNIMED DE VOTUPORANGA - COOPERATIVA DE TRABALHO MÉDICO,116486746.15
"413160",GS PLANO GLOBAL DE SAÚDE LTDA,116075610.13
"320820",CAIXA DE ASSISTÊNCIA SISTEMA SAÚDE INTEGRAL-SSI SAUDE,115842074.50
"418919",ASSOCIAÇÃO SAÚDE SÃO JOSÉ,115118382.34
"348261",UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO,114235001.05
"364592",LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA.,112794086.28
"385620",UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO,110724299.78
"422321",ASSOCIAÇÃO DE SAÚDE DO VALE,109791869.57
"414905",VITA ASSISTÊNCIA A SAÚDE LTDA.,109697683.13
"330281",ASSOCIAÇÃO DOS AUDITORES FISCAIS DO ESTADO DA PARAÍBA - AFRAFEP,107741344.48
"365530",UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO,107187107.05
"314587",UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO,107154813.46
"318213",COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,106159131.42
"303844",UNIMED DE ANDRADINA - COOPERATIVA DE TRABALHO MÉDICO,105609456.63
"366340",UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO,103870145.97
"312282",INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA,103618602.40
"329355",IRMANDADE DE MISERICORDIA DE PORTO FERREIRA,103559993.72
"321931",CONFERÊNCIA SÃO JOSÉ DO AVAÍ,103553166.10
"330116",SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA,102960766.34
"301124",UNIMED GURUPI COOPERATIVA DE TRABALHO MÉDICO,100762497.17
"306754",ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ESTADO DE GOIÁS,100576624.55
"315648",UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,99742242.66
"416584",ASSOCIAÇÃO FUNDO DE PROTEÇÃO À SAÚDE,99154836.42
"313084",COOPERATIVA DE TRABALHO MEDICO DE ARAGUAÍNA - UNIMED ARAGUAÍNA,97713656.00
"347736",UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA,97429596.06
"410128",ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,97173939.45
"314242",UNIMED DE PIRASSUNUNGA COOPERATIVA DE TRABALHO MÉDICO,96153258.87
"421766",BEST SENIOR OPERADORA DE SAÚDE LTDA,95868924.39
"413330",AMEP FREGUESIA OPERADORA DE PLANO DE SAUDE LTDA,95482719.91
"421731",AMHE MED ASSISTENCIA A SAUDE LTDA - EPP,94987353.57
"358282",UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO,94857811.24
"323942",FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO,94817821.41
"384704",ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC,93238048.50
"357715",UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO ,93129477.05
"412058",SBC SAÚDE LTDA.,91911561.92
"419958",ASSOCIAÇÃO PLANO DE SAÚDE SANTA CASA DE VALINHOS,91616249.95
"328308",UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÉDICO,90939178.13
"342131",UNIMED VILHENA - COOPERATIVA DE TRABALHO MEDICO LTDA,90091974.72
"326089",UNIMED DE FERNANDOPOLIS - COOPERATIVA DE TRABALHO MÉDICO,88547431.15
"308811",UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MÉDICO VALE DO PIQUIRI ,87852325.57
"355577",UNIMED DE GUARATINGUETA-COOPERATIVA DE TRABALHO MÉDICO,87788324.54
"423319",ANAFE SAUDE,87709877.39
"362573",UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO,87365610.29
"359033",UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA.,87211623.43
"305626",PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A,86090392.86
"415065",MAIS SAÚDE PLANO DE SAÚDE LTDA,85860639.17
"321338",AMERON - ASSISTÊNCIA MÉDICA RONDÔNIA S/A.,85215577.02
"418617",ASSOCIAÇÃO PARANAENSE DE ASSISTÊNCIA À SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANÁ,85122103.12
"419699",OPERADORA DE PLANOS PRIVADOS DE SAÚDE - SANTA CASA SAÚDE LTDA,85044907.28
"329665",FUNDACAO CAPITAL PREVIDENCIA E SAUDE - CAPITAL PREV,83547018.60
"354619",UNIMED DE SAO JOSÉ DO RIO PARDO-COOP. DE TRAB. MÉDICO,83056828.31
"371564",UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA,82707615.48
"342386",UNIMED DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO,82343740.67
"315494",UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA,80394036.30
"325465",AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA,79541467.45
"302627",CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO,79507329.48
"351270",POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA,79284066.56
"311944",UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO,78886671.54
"410888",FILOSANITAS SAUDE LTDA,77864930.96
"420701",FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL,77707211.48
"386901",UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA,77593853.46
"354996",UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO,74757099.11
"412759",TERRAMAR ADMINISTRADORA DE PLANO DE SAUDE LTDA,74164164.40
"353876",UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,73536411.58
"324299",PLAMER PLANO MEDICO RESENDE LTDA,73413380.64
"309524",UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO,73108654.35
"315583",CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANEB,72749645.07
"350346",UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,72476204.54
"327352",UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO,72289662.91
"350648",UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,72112170.45
"310239",PESSOAL SAÚDE PLANOS DE ASSISTÊNCIA MÉDICA LTDA,69894869.88
"362832",UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA.,69876003.55
"343129",ASSOCIACAO DOS PROFESSORES UNIVERSITÁRIOS DA BAHIA,69127423.88
"413721",SOCIEDADE BENEFICENTE DEZOITO DE JULHO,68905857.94
"335657",ADVANCE PLANOS DE SAÚDE LTDA,67638406.55
"412635",ASSOCIAÇÃO VALEPARAIBANA DE ASSISTÊNCIA MÉDICA POLICIAL,67008299.92
"420786",ASSOCIAÇÃO SANTA CASA CLÍNICAS DE BIRIGUI,66883125.10
"414212",ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS),66762405.90
"321320",IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI,66695952.66
"421154",SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.,66584583.96
"328375",UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,65932801.61
"324175",UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO,64804706.68
"351776",UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO,64422403.42
"314781",UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO,63656147.09
"335789",CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANESE,63161227.89
"408794",ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE RIBEIRÃO PRETO (APAS),62613095.65
"316458",UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO,62320925.90
"410110",ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA,61568079.04
"422827",TRINO - ALIANCA FILANTRÓPICA DE ASSISTÊNCIA E INTEGRAÇÃO PARA O DESENVOLVIMENTO DA SAUDE,61567677.47
"343765",UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO,61189912.38
"418137",UNIX SAÚDE S.A,61124026.58
"412252",TUIUIU ADMINISTRADORES DE PLANO DE SAUDE LTDA,59889909.82
"353264",SANTA CASA DE MISERICORDIA DE SÃO JOSÉ DO RIO PARDO - HOSPITAL SÃO VICENTE,59250155.92
"364070",UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO,59030554.31
"302228",UNIMED VALE DO CORUMBÁ COOPERATIVA DE TRABALHO MEDICO,58974335.68
"387185",ASSOCIAÇÃO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO,50990629.34
"413372",SOCIEDADE PORTUGUESA DE BENEFICÊNCIA,50730985.97
"402206",ASSOCIAÇÃO GOIANA DO MINISTÉRIO PÚBLICO,50562583.42
"357669",DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL,50197692.48
"370592",FUNASA SAÚDE,49783417.81
"420085",SANTA CASA DE SAÚDE - SCS,46914302.05
"341941",HOSPITAL DE PRONTOCLINICA LTDA.,46545751.51
"346870",PORTO ALEGRE CLÍNICAS LTDA.,46105880.26
"330892",ASSOCIAÇÃO SAÚDE CONCEIÇÃO,46001086.46
"406937",ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,45801269.13
"353698",UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,45465573.03
"334847",UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA.,45418763.94
"406805",COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA.,45347561.54
"347825",CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO DE JANEIRO,45099336.27
"354678",UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO,44666747.56
"413518",CAIXA DE ASSISTÊNCIA DO SINDFISCO - CASSIND,44060161.32
"327638",UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA.,44030428.02
"422380",YOU ASSISTÊNCIA MÉDICA LTDA.,43618261.60
"323004",UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO,42144133.77
"421359",RIO DOCE SAÚDE,40338042.85
"314706",HOSPITAL CESAR LEITE,39463558.68
"337561",UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA,39106026.53
"343722",UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,38728474.16
"422835",VIDA TOP MAIS SAÚDE OPERADORA DE PLANOS DE SAÚDE LTDA.,37672458.15
"352519",UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,36667806.27
"313475",UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO,36044788.40
"344788",UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO,36031066.78
"401480",EVANGELICO SAUDE LTDA.,35432187.67
"313955",UNIMED ALEM PARAIBA COOPERATIVA DE TRABALHO MEDICO LTDA,35110904.36
"309028","ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO",34680666.22
"410608",ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE PRESIDENTE PRUDENTE (APAS),34078326.90
"336467",UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO,33260824.85
"411809",SOCIEDADE DE ASSISTÊNCIA MÉDICA - SAMEISA,31870466.53
"409413",ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE,30344119.15
"342157",UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO,29994491.52
"333867",ASSOCIAÇAO UNISAUDE MARAU,29800678.70
"345741",IRMANDADE SANTA CASA DE MISERICÓRDIA DE ITAPEVA,29296296.80
"388092",ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM,29070693.01
"422584",PB ASSISTENCIA MEDICA EU LTDA,28898713.12
"422151",ATITUDE SAÚDE ASSISTÊNCIA MEDICA LTDA,28434678.78
"325082",UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MÉDICO,28180784.27
"422762",SANTA CASA DE MISERICÓRDIA E BENEFICÊNCIA PORTUGUESA,27976734.49
"404241",COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA,27449140.68
"410624",CONFIANÇA ASSISTÊNCIA MÉDICO HOSPITALAR LTDA,26552876.16
"360783",ASSOCIACAO DE SAUDE HOLAMBRA,26435648.17
"418501",FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA,26084645.21
"402001",SISTEMA TOTAL DE SAÚDE LTDA.,25404380.14
"367613",UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO,24718001.19
"419851","CAIXA DE ASSISTÊNCIA À SAÚDE DOS TRABALHADORES NAS INDÚSTRIAS METALÚRGICAS, MECÂNICAS E DO MATERIAL ELÉTRICO DE BRUSQUE",24604163.84
"358053",SELECT OPERADORA DE PLANO DE SAUDE LTDA,24483873.38
"327468",UNIMED SUDOESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO,24468887.97
"408263",ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA,24273642.43
"343153",UNIMED SOUSA - COOPERATIVA DE TRABALHO MÉDICO,23899635.03
"421707",PERSONAL CARE OPERADORA DE SAÚDE SA,23848085.43
"423335",UNITY SERVIÇOS INTEGRADOS DE SAÚDE LTDA.,23451778.30
"322326",ASSOCIAÇÃO BENEFICENTE CATÓLICA,22800515.04
"304531",AME-ASSISTÊNCIA MÉDICA A EMPRESAS LTDA,21914848.90
"423351",AME VVIDA PLANOS DE SAUDE INTEGRADO LTDA.,21761268.70
"390259",COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA,20883842.37
"419753",MEDGOLD ASSISTENCIA MEDICA LTDA - ME,20177240.92
"363189",HOSPITAL S.P. LTDA.,20089962.51
"306045",SANTA CASA DE MISERICÓRDIA DE TUPÃ,20076450.54
"313149",UNIMED DE BATATAIS - COOPERATIVA DE TRABALHO MÉDICO,19484032.27
"409634",ASSOCIACAO CIVIL PRÓ-SAÚDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA,19410192.41
"420123",ASSOCIAÇÃO UNIVIDA SANTA RITA DO PASSA QUATRO,19279356.98
"406635",ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA,19246780.99
"402966",BIO SAÚDE SERVIÇOS MÉDICOS LTDA,19174530.02
"421367",MEDHEALTH PLANOS DE SAÚDE LTDA,19109390.40
"420271",R.M.I. OPERADORA DE SAÚDE INTEGRADA LTDA,19013767.14
"421871",ANGELI SISTEMAS DE SAUDE S.A.,18113943.55
"420981",S1 OPERADORA DE PLANO DE SAÚDE LTDA,18019133.95
"407569",ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS,17289272.19
"422754",ODILE SERVIÇOS DE SAÚDE LTDA.,16861098.13
"406813",ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,16794444.69
"419974",ASSOCIAÇÃO PLAME DE SAÚDE,16415959.77
"422371",SF SISTEMAS DE SAÚDE LTDA,16187113.46
"418129",FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO,15988487.99
"363391",PLANO ASSISTENCIAL SÃO LUCAS LTDA,15934873.43
"316849",TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL,15777362.07
"421618",ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL,15576063.67
"417475",PRONTO SOCORRO CONDE DE MOREIRA LIMA,15496164.93
"415081",PORTO DIAS SAUDE LTDA.,14961745.24
"305928",NOSAMED ASSISTÊNCIA MÉDICA LTDA.,14789947.50
"414026",CAIXA BENEFICENTE DOS FUNCIONÁRIOS DO GRUPO IGUAÇU,14759825.09
"422304",CARING SAÚDE ASSISTÊNCIA MÉDICA LTDA.,14390769.88
"408026",ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA,14265889.54
"422134",UNIVIDA USA OPERADORA EM SAUDE S/A,13241885.75
"411248",ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE PRESIDENTE VENCESLAU,13124181.18
"418226",OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA,12375467.41
"419591",ASSOCIAÇÃO DOS SERVIDORES PÚBLICOS DA ADMINISTRAÇÃO DIRETA DO GOVERNO DO ESTADO DO PARÁ - ASPARÁ,11948759.31
"340162",SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA,11866324.97
"407224",SEPACO SAÚDE LTDA,11775739.36
"344141",UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO,11451221.02
"420093",ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM,11287930.35
"408093",ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU,11106486.32
"421634",SD-M OPERADORA DE PLANOS DE SAUDE LTDA,11034340.51
"408034",ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ,11016226.70
"344915",SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS,10731692.09
"423203",ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE APAS,10411720.25
"319872",CAMIM OPERADORA DE PLANO DE SAÚDE LTDA,10139338.73
"418749",CEDPLAN SAÚDE LTDA EPP,9976522.60
"422720",AMPLA PLANOS DE SAUDE LTDA,9547726.27
"418218",ASSOCIAÇÃO SAÚDE RURAL ALEGRETE,9388869.31
"412015",MH VIDA - OPERADORA DE PLANOS DE SAÚDE LTDA,9324542.42
